epoch;acc;loss;lr;val_acc;val_loss
0;0.222444444444;2.06680547134;0.009999999776482582;0.3452;1.76316441574
1;0.420222222222;1.57439027117;0.009999999776482582;0.327;2.39842628479
2;0.524688888889;1.31641881485;0.009999999776482582;0.5972;1.12076241035
3;0.591733333333;1.14671711996;0.009999999776482582;0.6166;1.0640434742
4;0.639022222222;1.01858956418;0.009999999776482582;0.6616;0.951084942627
5;0.680844444444;0.91381870418;0.009999999776482582;0.7246;0.784940471077
6;0.709733333333;0.83560538577;0.009999999776482582;0.7086;0.843784717369
7;0.733155555556;0.76673563421;0.009999999776482582;0.7306;0.776292772198
8;0.7542;0.712097353066;0.009999999776482582;0.7634;0.691951387596
9;0.768533333333;0.673714047156;0.009999999776482582;0.7696;0.658518158913
10;0.780133333333;0.637067309486;0.009999999776482582;0.7754;0.661876101017
11;0.793911111111;0.598973142285;0.009999999776482582;0.8;0.577785923004
12;0.802;0.572767505717;0.009999999776482582;0.7966;0.594939591599
13;0.811688888889;0.547392753506;0.009999999776482582;0.8088;0.566584596252
14;0.819044444444;0.526195579818;0.009999999776482582;0.8026;0.581059424782
15;0.824177777778;0.507189999347;0.009999999776482582;0.8148;0.547912924576
16;0.833222222222;0.477587055206;0.009999999776482582;0.8076;0.580866585159
17;0.836555555556;0.471547449303;0.009999999776482582;0.8104;0.558559782028
18;0.841688888889;0.454500243325;0.009999999776482582;0.8;0.570366696167
19;0.847133333333;0.438379625744;0.009999999776482582;0.8132;0.554347330856
20;0.848911111111;0.431045831299;0.009999999776482582;0.799;0.594983135319
21;0.852888888889;0.423207562319;0.009999999776482582;0.8242;0.52403951416
22;0.857511111111;0.402966853825;0.009999999776482582;0.8216;0.563880951691
23;0.865733333333;0.386071464051;0.009999999776482582;0.8266;0.53524166851
24;0.866377777778;0.389871511772;0.009999999776482582;0.8248;0.540940801048
25;0.869866666667;0.373306184917;0.009999999776482582;0.8224;0.55366290102
26;0.869822222222;0.370973832353;0.009999999776482582;0.812;0.571947924042
27;0.875844444444;0.359779399257;0.009999999776482582;0.8282;0.532671369171
28;0.901533333333;0.282578932696;0.0009999999310821295;0.8416;0.507927629471
29;0.915044444444;0.241712243785;0.0009999999310821295;0.846;0.509394355583
30;0.918511111111;0.229231194645;0.0009999999310821295;0.8482;0.508353283119
31;0.922733333333;0.217141507751;0.0009999999310821295;0.8496;0.51583922081
32;0.925044444444;0.211712628408;0.0009999999310821295;0.8488;0.522046283722
33;0.925555555556;0.210104187801;0.0009999999310821295;0.8504;0.518642268944
34;0.929622222222;0.201867255953;0.0009999999310821295;0.8484;0.518222101784
35;0.932733333333;0.191382566729;9.99999901978299e-05;0.8516;0.513080381966
36;0.934444444444;0.184944760789;9.99999901978299e-05;0.851;0.513941746521
37;0.933511111111;0.18995317502;9.99999901978299e-05;0.8522;0.514549520302
38;0.935266666667;0.183818098648;9.99999901978299e-05;0.851;0.516719882202
39;0.933777777778;0.186198821274;9.99999901978299e-05;0.8528;0.515352251625
